Watch time(Minutes),Stream time(minutes),Peak viewers,Average viewers,Followers,Followers gained,Views gained,Partnered,Mature,Language
0.37666141161835714,0.07164369280667207,0.2654947180921583,0.3646409964181049,0.4454480980539645,1.0,0.061703620218562925,1.0,0.0,0.85
0.3764043210692106,0.12408780261786169,0.28347151808088855,0.22576115271898403,0.3254143172155475,0.28045748471296844,0.055247747274411604,1.0,1.0,0.3
0.3633946117175542,0.21591567241978454,0.1680083396073435,0.13177032454140888,0.31140753530709797,0.0632652461632068,0.05844965390263468,1.0,1.0,0.15
0.339888078781569,0.34318892621336733,0.041483598615700314,0.08117605557364593,0.054926877758109095,0.02711425089590254,0.05109274744277942,1.0,0.0,0.55
0.3182122022389677,0.19364647283678907,0.13876962617334423,0.13109871920112884,0.3851572923086703,0.3367019084714174,0.06916799251348316,1.0,0.0,0.7
0.3139660000564046,0.3316054673925634,0.06749165334906923,0.0753554759578856,0.14114311160871618,0.035159105410771725,0.05752997902447447,1.0,0.0,0.15
0.2998214536462312,0.29007876751998146,0.05374100573034957,0.08230218169977206,0.048184475788739044,0.038416773033251916,0.02906162733825286,1.0,0.0,0.15
0.2953872565926375,0.08467508398007645,0.21922930633187193,0.26873032671225444,0.0689093738133367,0.0680160219089636,0.11351348918780081,1.0,0.0,0.55
0.2836636568883321,0.18678327348546275,0.19508701960778174,0.1190166069684142,0.2695321212864608,0.1422420276538892,0.03357981506287762,1.0,0.0,0.15
0.2827952601140253,0.13436812232132514,0.15189730762789197,0.15982171930967112,0.49769860763719576,0.2111284015230406,0.06529271461702531,1.0,0.0,0.15
0.2781547416220719,0.10144214062319008,0.4507316721945783,0.16525561706284597,0.14062292430099552,0.27567280893414026,0.037564988783837454,1.0,1.0,0.3
0.26921670606512327,0.09921232480018534,0.8420185982009113,0.1943720829262998,0.42438767473923206,0.9062239707384959,0.0700317194223145,1.0,0.0,0.85
0.25815809824116814,0.25524151511641374,0.19299429156381726,0.08570091175512862,0.2002144765396979,0.1001688221646954,0.057202720047783026,1.0,0.0,0.7
0.2531373127379694,0.2603092783505155,0.26235953913025784,0.055939976120699016,0.06854967458635429,0.13462431355571922,0.035604924675103844,1.0,0.0,0.15
0.24686907353114698,0.24006718406116065,0.06962194719187828,0.08570769564745469,0.042706169267024974,0.02244282633866836,0.04542731513512055,1.0,0.0,0.55
0.2464535585620137,0.16213946484420247,0.3667830684683641,0.04408851622707045,0.1925695809280173,0.03245388277167675,0.06443545673412764,1.0,0.0,0.15
0.23450968443384687,0.9325553110158693,0.03752510256245705,0.020026050146532075,0.054788325286732546,0.040012334589810856,0.07257692737567589,1.0,0.0,0.25
0.23317841897412414,0.26682497393721766,0.12701622685985922,0.07133262780853142,0.268366512248184,0.1626925364933856,0.058833087727275656,1.0,0.0,0.25
0.23142859605356228,0.23401482682729063,0.03818563452547352,0.0745210572017801,0.10293933807955755,0.028010969548479182,0.019896822170865393,1.0,1.0,0.15
0.22973762015804855,0.32604540715857755,0.14118479399072437,0.05478671442526864,0.4601355553508729,0.1465403007359823,0.07033177236861997,1.0,0.0,0.15
0.22407342915437053,0.9527105293640681,0.3193014639704858,0.018893140128079886,0.05820748243780276,0.03308065671646289,0.1065854967602927,1.0,0.0,0.25
0.22341598176441108,0.2534750376462412,0.19104713099037532,0.06214723759904483,0.7524398608969001,0.36099341661357753,0.05553790114826852,1.0,0.0,0.15
0.2226796666673746,0.1535677053168076,0.16654796917726206,0.10981086508194941,0.11991179199043607,0.2114872396508849,0.0704887320733052,1.0,0.0,0.75
0.2220467197321343,0.29427777134252286,0.04511026344581681,0.06119749267339629,0.15393683193618796,0.028266349797616802,0.029640863383008607,1.0,0.0,0.15
0.2219700326420835,0.08146067415730338,0.4768085975591622,0.1939854010637143,0.10856638146270896,0.14240951892839734,0.03843250396858471,1.0,0.0,0.15
0.2210235757051703,0.122031738677169,0.28545780969479356,0.13065776619993488,0.04752237851841298,0.04331495114503012,0.05761282554395344,1.0,0.0,0.75
0.2209407048495095,0.2783794741109695,0.0891170315505753,0.06439948985129708,0.350522867704885,0.4748412787896031,0.03756338570726783,1.0,0.0,0.15
0.22046824935175416,0.05339974516390594,0.3343794364817125,0.3135786388798437,0.12972070261547447,0.1361063727793281,0.04199832241171496,1.0,0.0,0.15
0.21625775446430093,0.22303949959457894,0.07097901167513723,0.07789265168783241,0.04233326390787581,0.06482213657092879,0.026361335906694136,0.0,1.0,0.15
0.21250033647686276,0.10488821962237924,0.27038296766680386,0.15332953435363073,0.21166665528850195,0.406263018554367,0.06567895009410686,1.0,0.0,0.85
0.20943802412290916,0.2660720491138654,0.055310943073727574,0.060254531640073807,0.11240656801387494,0.11699730080403345,0.05343934256785044,1.0,0.0,0.15
0.20395757788618246,0.3103787791034403,0.22472173917126717,0.053124660805383694,0.083176808957518,0.09696162792478813,0.047892543896833756,1.0,1.0,0.25
0.20243200043385143,0.06501216263176185,0.26822762995809846,0.24282942581135353,0.10419727812662734,0.08126591261274586,0.04297903808718874,1.0,0.0,0.15
0.20171647158088019,0.19390710066025715,0.10970935028385657,0.06984695538912407,0.20981589420679436,0.17721656621793905,0.04804203899637496,1.0,0.0,0.15
0.200388265899748,0.3669929340901193,0.06911011318262143,0.04279279279279279,0.05220484770251912,0.0895417895752125,0.02086561477777478,1.0,0.0,0.15
0.20034752565163777,0.9684061160662574,0.18164785507114806,0.0162813415825464,0.10296630992576251,0.03282527646732526,0.06303017205041672,1.0,0.0,0.15
0.19895271113423055,0.17123248001853353,0.16413593184311898,0.08787854119179421,0.08660648624777188,0.035656054784462335,0.06516146682759924,1.0,0.0,0.75
0.19794741952004397,0.18727557048534693,0.1030163771230546,0.08647427548029958,0.32887208551574926,0.5616198390024651,0.07353547462171572,1.0,0.0,0.15
0.197606482641029,0.058062087339279506,0.32272934311504997,0.24320932378161295,0.15729398741589903,0.10744376926181046,0.08509939582223319,1.0,0.0,0.15
0.19538707384557072,0.1438086412602803,0.5702488264600966,0.1138676326929339,0.05476001044403605,0.1163582224027992,0.06384998301992639,1.0,0.0,0.75
0.18677314268105652,0.16659909649021198,0.12745762499628255,0.08656924997286443,0.22736035270669191,0.42781716180385343,0.04942159982384666,1.0,0.0,0.15
0.1861252499992221,0.2657824626433453,0.08757996428118626,0.057310322370563334,0.043430939706955926,0.03834847074439701,0.03090731476972656,1.0,1.0,0.15
0.18436124936365741,0.345273948801112,0.03910912708040177,0.04372896993378921,0.06459074476206188,0.028472763332318008,0.045337451797248844,1.0,0.0,0.55
0.18313798001171852,0.2634368122321325,0.037237098104648925,0.05592640833604689,0.04255418683073309,0.031289479413514364,0.03412351624367337,1.0,0.0,0.3
0.1821577123979018,0.06738677169002665,0.39920861383767503,0.1742307066102247,0.11284125121163464,0.0857728592317449,0.05018343136479909,1.0,0.0,0.7
0.1820847469271698,0.22778871771110853,0.06508744222301875,0.06660425485726691,0.04749876416343685,0.0736512118508489,0.020471096738416832,1.0,0.0,0.25
0.18129113321604265,0.7302791613575814,0.07233607615839618,0.019978562900249647,0.1650330046983613,0.11625526674680467,0.03964667177422186,1.0,0.0,0.25
0.1769744795696929,0.2537067068226572,0.13777256726234546,0.02645039617931184,0.10240281098118988,0.17204141228039999,0.03379972313643692,1.0,0.0,0.15
0.17557764248677665,0.26592725587860533,0.032176671951965864,0.05370807554542494,0.08666748067176237,0.02215455050188371,0.018922433722187368,1.0,0.0,0.15
0.17529706153088798,0.3297521139812348,0.05673374770496448,0.04328801693259524,0.05986093495162918,0.026023172053716737,0.028862608516641308,1.0,1.0,0.15
0.17483825526337482,0.20158114212903974,0.07898365731226101,0.07123086942364051,0.17945499635544326,0.15012968645984967,0.03146320619851497,1.0,0.0,0.3
0.17299663404598598,0.4401714351905479,0.07385905625321852,0.03241343753391946,0.03305875397009348,0.02318762262081407,0.010817218881268686,1.0,1.0,0.15
0.1690849898819864,0.3309394185103672,0.03484697415316515,0.04436665581243895,0.1852717379930238,0.05014266891695923,0.026336695694393064,1.0,0.0,0.15
0.16890464322265464,0.22089655971273023,0.13238344036977268,0.0642231086508195,0.18539439833925053,0.36696459354990346,0.05860554339698433,1.0,0.0,0.15
0.16617084341673202,0.4086933858450133,0.04081524044459123,0.033648105937262564,0.033576143368456796,0.03633053988690447,0.03157806200759876,1.0,0.0,0.5
0.16355984717010982,0.16891578825437276,0.36393902444750886,0.08623683924888745,0.06536106516633068,0.043870660576044426,0.07664311915354691,1.0,0.0,0.85
0.16278641960119355,0.3491254488590293,0.024719860881324947,0.03851894062737436,0.04708478549492163,0.01844488243845198,0.016956315536576297,1.0,1.0,0.15
0.16209964377657582,0.20401366848140856,0.05238863697194617,0.06678741995007055,0.1459954698490013,0.045341670899985614,0.02740229531906418,1.0,1.0,0.15
0.1618929247398682,0.2356944283563072,0.06532379370741564,0.05638092912189298,0.10244444387242742,0.14281481265711723,0.03477280703304619,1.0,0.0,0.3
0.15914470026344718,0.05678790686899108,0.5144933547667085,0.201624063822859,0.09143735654419248,0.06949883446664074,0.044249352380947835,1.0,0.0,0.15
0.15706149483248094,0.25857175952739486,0.07070979011675137,0.04811136437642462,0.26316049826512833,0.18082503640486886,0.0277342948648293,1.0,1.0,0.15
0.15322960741534256,0.6006602571527858,0.33136947684929385,0.03233203082600673,0.2012297818872973,0.07325068923789461,0.04266428280921586,1.0,0.0,0.15
0.15308854890580686,0.2310031275338816,0.05036164907595961,0.05199175078693151,0.06580604467052546,0.09569226001978255,0.02001515728300672,1.0,0.0,0.15
0.14962511908811388,0.15235144214062318,0.21126848746006677,0.0766579832844893,0.16759891141181052,0.11167273560962429,0.024793712106792484,1.0,1.0,0.15
0.14938351264854188,0.22211282288891462,0.03876633916594535,0.055967111690003256,0.03927358215103943,0.03510787869413055,0.03054248349935674,1.0,0.0,0.5
0.14835832629962922,0.20575118730452913,0.0669250358831641,0.061055030934549004,0.0928219859269636,0.037407305381793474,0.02289928905793071,1.0,0.0,0.15
0.14809214284913444,0.279856365110622,0.0765137060382326,0.04680207315749484,0.08107636244475948,0.09937606361353761,0.01832016054170017,1.0,1.0,0.15
0.14741345728655278,0.005502142939881848,0.7560649199613698,1.0,0.07382418139047814,0.03445097138661431,0.023959951087357583,1.0,0.0,0.15
0.14740797981366022,0.0988069037414572,0.1562643317435696,0.11956610224682514,0.1356829355396378,0.052173908676324245,0.024815061086471562,1.0,0.0,0.3
0.14722783812738982,0.27368817328854395,0.203332712454158,0.0428606317160534,0.4037605916257678,0.28474546222946207,0.04003311621845402,1.0,0.0,0.15
0.14633268619468895,0.15733232943356887,0.4097442551719496,0.06974519700423315,0.09815827056969799,0.06433824498775456,0.04668984390989719,1.0,1.0,0.25
0.14560756805982328,0.1779219274875478,0.046066626074734024,0.07043715402149137,0.0683512468547302,0.031197572657187547,0.04073201133151241,1.0,0.0,0.75
0.1449609422596813,0.30817792192748755,0.10375204068376015,0.036212417236513625,0.07484329189480353,0.038197301708034335,0.08958526528439474,1.0,0.0,0.15
0.14105345682622775,0.24933395111780376,0.06715043067623133,0.0466528275263215,0.5054865323752247,0.1268167592723496,0.02735725991286428,1.0,0.0,0.15
0.14006802043388797,0.17430209660604656,0.05709218803560612,0.06821203733854336,0.0861814278582015,0.05355150557580211,0.03517083572053426,1.0,0.0,0.75
0.13996197280496447,0.2922506660488822,0.025333435595785745,0.040452349940301745,0.0772886646731376,0.020662697935387542,0.025255005599125538,1.0,1.0,0.15
0.13864759910114127,0.10239777597590641,0.1747811400906901,0.10712444372082926,0.600313276314925,0.5277363792806011,0.06776985898419038,1.0,0.0,0.15
0.13716797018832283,0.4825089771805861,0.07378862038038501,0.02318056007815044,0.09849155753234691,0.03510335868972103,0.03826982154921797,1.0,0.0,0.25
0.1344464588878616,0.2148731611259122,0.02588909637036121,0.05440681645500923,0.05817995100972632,0.029558066613313873,0.023973919048752873,1.0,0.0,0.75
0.12889672681728745,0.43915788254372756,0.23142723426501732,0.026457180071637904,0.04451361871188058,0.03713434733772996,0.033788825499532986,1.0,0.0,0.15
0.12792673255208797,0.22301054094752693,0.026987895986563967,0.047480462390100946,0.29526001699114396,0.04793766009918397,0.02836866838489409,1.0,0.0,0.15
0.12623477377370174,0.35827638132746437,0.04555009634062162,0.02820742429176164,0.05241155724584099,0.05820585456082256,0.03577550008227335,1.0,0.0,0.15
0.12616335918348215,0.05169118498783737,0.7368922753760885,0.19929040486269403,0.8662781750871241,0.2132836902923112,0.045443592183529995,1.0,0.0,0.15
0.12611497072367295,0.06793698598401483,0.2061861479247244,0.14812628893954194,0.17302965347444943,0.35552622016891255,0.009859689603776789,1.0,0.0,0.7
0.1254798900929506,0.10778408432758022,0.15236374963021168,0.09470313687181157,0.12128567740127492,0.26814298381059976,0.05548995065031771,1.0,0.0,0.75
0.12215486401321547,0.2604251129387235,0.042144130578716785,0.03951617279930533,0.13859208977304815,0.08760320990624255,0.023062683458232005,1.0,0.0,0.15
0.12142401157174183,0.15906984825668946,0.16681249501079234,0.061014327580592644,0.04724404249554265,0.09520008176185754,0.02871274175409653,1.0,0.0,0.7
0.1211331251630215,0.21802965365458127,0.11181616550238778,0.04706664495821122,0.047482312456415564,0.09624043611011433,0.025338726795392022,1.0,0.0,0.55
0.1203713415457231,0.17279624695934206,0.18038000936014487,0.056930424400303915,0.03841798146955824,0.06501499009240144,0.04270882266474433,1.0,0.0,0.75
0.12032602521227924,0.20748870612764972,0.06928072451904038,0.05063497232171931,0.29078089985913086,0.28229787984170945,0.02181266136741894,1.0,0.0,0.85
0.1199287429673866,0.08745511409706938,0.22865206087537704,0.11761912514924563,0.0558246709126993,0.07440680592130622,0.0460525582833265,1.0,0.0,0.15
0.11967306500367494,0.23227730800417004,0.07064718045201047,0.03937371106045805,0.13442421207794797,0.24158218234350678,0.018706504980224543,1.0,0.0,0.85
0.11860259195597792,0.2722981582300475,0.08038767904407564,0.03458428307825898,0.14040054646527242,0.13384737501999475,0.036342075702947584,1.0,0.0,0.7
0.11611182846194686,0.8815012162631762,0.026635716622396416,0.010630359274937589,0.016274095735281068,0.012997021568205485,0.015328458448135905,1.0,0.0,0.25
0.11445252954785462,0.19234333371944862,0.10693261165259775,0.05446787148594377,0.14434873231763254,0.14132296009062106,0.026762246848238025,1.0,0.0,0.7
0.11365636725601279,0.005270473763465771,0.7146329743190808,0.8547500814067079,0.06020921870843356,0.03119054153921719,0.017751144483231403,1.0,0.0,0.75
0.11362739690682315,0.39638596084790917,0.021420331549479636,0.02339086074025833,0.020351544999951315,0.011431593374376648,0.03065824533030064,1.0,0.0,0.05
0.11244221550097169,0.040571064519865634,0.397566675379845,0.22316970585042875,0.20066147053863,0.024852490911652245,0.04018721008793099,1.0,0.0,0.15
0.11070659499096216,0.2032028263639523,0.03823415701564772,0.04711413220449365,0.08410023096182163,0.021175969547223623,0.02294541258593625,1.0,0.0,0.15
0.10994929361590904,0.20253677748175605,0.11536300300995964,0.04120536198849452,0.08744093473451142,0.18553462988822783,0.010972624765926938,1.0,0.0,0.15
0.10989606235883098,0.321527858218464,0.12247233044128857,0.02832275046130468,0.05784498530146298,0.0637895666747106,0.025264662866728394,1.0,1.0,0.15
0.10968582667586592,0.37817097185219506,0.1498562325573387,0.023424780201888637,0.027438425569399735,0.06530577704274694,0.01289538226778794,1.0,0.0,0.15
0.10827756790127786,0.3205722228657477,0.03609290648150902,0.02989661348095083,0.04603019749994488,0.03713861623078339,0.03008943376111496,1.0,1.0,0.1
0.10398725452808953,0.04207691416657014,0.1763573384005422,0.1658933029414957,0.05570201056647256,0.08328911680871617,0.031238102306018183,1.0,0.0,0.15
0.10303483361595743,0.1895922622495077,0.06261122998251625,0.04414957125800499,0.2389004977256914,0.14410753391823863,0.021430857486552664,1.0,0.0,0.15
0.10247469656948688,0.2213598980655624,0.04014062130700806,0.04133425594268968,0.09577568287734313,0.19568128645352167,0.02346244955831509,1.0,1.0,0.15
0.09982899813662201,0.6225529943241052,0.010870603040638369,0.013445674590252903,0.00913092122956253,0.011380617769091557,0.027459976223120554,1.0,1.0,0.05
0.09947147325696712,0.09205953897833893,0.10181427156002937,0.08811597742320634,0.13647261747665956,0.1729529465029856,0.030905274354763174,1.0,0.0,1.0
0.09940900339479841,0.2747017259353643,0.019697000527486425,0.03179610333224791,0.03837679624381788,0.013473379810697192,0.01884345458761706,1.0,0.0,0.15
0.0988430851201757,0.25254836094057687,0.08648899087307613,0.031775751655269725,0.22453916474347704,0.04607290716890277,0.02233054017889021,1.0,0.0,0.15
0.09867617777891487,0.33673114792076914,0.10723939900982815,0.024428796266145664,0.12054557441806563,0.12827872958747175,0.03447351084635039,1.0,0.0,0.45
0.09794312249442041,0.24267346229584155,0.06660729183460405,0.02868229675458591,0.16318604877337975,0.07589564515152938,0.03494395560725735,1.0,0.0,0.65
0.09770412390488203,0.20514305571643693,0.055361030805520295,0.04079832844893086,0.07523555878670564,0.018386373492484363,0.04784290524283057,1.0,1.0,0.75
0.0970817911168429,0.2876172825205606,0.02622875380158058,0.029163953109736244,0.035727623747893594,0.015749202030888202,0.02300285317776943,1.0,0.0,0.55
0.09592247829915626,0.20132051430557166,0.13657515742417578,0.039970693585151415,0.01918257847044563,0.038420288592237097,0.026391630173041518,1.0,0.0,0.15
0.09289874039361644,0.23676589829723155,0.0707958784057701,0.033431021382828614,0.04734689364351927,0.051633265926674984,0.03065724676584526,1.0,0.0,0.85
0.08985639192192768,0.05079346692922507,0.2480532307369627,0.12906355150331053,0.24013292083942206,0.22385321838125083,0.03127400435511424,1.0,0.0,0.25
0.08906748024343687,0.9335109463685857,0.00873248298973671,0.007638662759144687,0.007141607676478413,0.010724714906999654,0.08278678771158521,1.0,0.0,0.15
0.08895500930207265,0.11997567473647631,0.15891272056210956,0.07589818734397048,0.09244740182220003,0.07336770712982985,0.0341282762168396,1.0,0.0,0.25
0.08871996693957389,0.07280203868875246,0.06790174665312211,0.08764110496038206,0.09200275806712811,0.013770193433588705,0.0426051510760853,1.0,0.0,0.15
0.08871568967038998,0.40261206996409127,0.15552553769962701,0.030385053728427223,0.03732601340556715,0.026892770679836284,0.021804647477193326,1.0,0.0,0.15
0.08794454890936304,0.14922390825900614,0.03195753812537272,0.04856588516227071,0.08599598242599557,0.08730589406063888,0.012264516410608271,1.0,0.0,0.15
0.08742032907017354,0.3553515579752114,0.05188775965401899,0.02058911320959514,0.09106691334527779,0.011346968847376276,0.020272634664999387,1.0,0.0,0.15
0.08733864360089166,0.23679485694428357,0.025045431137977615,0.034380766308477154,0.04955276538086317,0.012589216725924762,0.03036736604190663,1.0,1.0,0.05
0.08704649031047887,0.3073960384570833,0.03694752840522227,0.024822262021057202,0.06351511648871777,0.0330121033162519,0.012543336801790001,1.0,1.0,0.15
0.08695662814473745,0.2999826248117688,0.021414070583005547,0.026219743840225768,0.06578892146525842,0.056084968047335496,0.027539725550903085,1.0,0.0,0.55
0.0868573298095089,0.27334066952391983,0.021888338793417846,0.028390589384565287,0.04693123622938962,0.06649930931821509,0.020797391480970494,1.0,1.0,0.15
0.08629287104186523,0.1106799490327812,0.08811371167310242,0.07049142516009986,0.12593356442572406,0.10171014366834015,0.037432826016816245,1.0,0.0,0.75
0.08600435540590272,0.8488069037414572,0.08513192638981716,0.00779469228264409,0.10723826984895654,0.0360234306984135,0.031082163555125893,1.0,0.0,0.15
0.08515899957933601,0.21226688289123133,0.08883998378409683,0.03457749918593292,0.04013735272784411,0.031205608220582243,0.02548299473092315,1.0,0.0,0.55
0.08328761281606167,0.14120236302559944,0.03720109754742291,0.05379626614566373,0.14811001782492095,0.09274747714698327,0.029464498093144897,1.0,0.0,0.7
0.08292766283343993,0.8556121857986795,0.025366305669774714,0.007882882882882882,0.013138198927550152,0.03433345127196691,0.020142733221072198,1.0,1.0,0.05
0.08280405913833375,0.21658172130198078,0.02105093452750834,0.03379056767610984,0.036705437110104336,0.023541940744248858,0.019412448256748267,1.0,0.0,0.3
0.08235658318895904,0.1422738329665238,0.12513793691763228,0.05891132095951373,0.208347551376051,0.2704562216228473,0.028751388735978007,1.0,0.0,0.85
0.08231964852503608,0.19280667207228078,0.03792736965841732,0.03813225876478889,0.06609546041445095,0.016602729530218362,0.017782998540095782,1.0,0.0,0.15
0.08202259069848053,0.3038051662226341,0.0469854229048067,0.024496635189406275,0.12652067772527284,0.06678884071178016,0.02648973427975949,1.0,0.0,0.15
0.08183357096214305,0.2026815707170161,0.07764694097004284,0.0357985998046239,0.09188513395774463,0.12173602320469819,0.026387513520174644,1.0,0.0,0.25
0.08175254733358941,0.18736244642650296,0.026748414018930033,0.03870888961250407,0.04150082991587358,0.014699054339744123,0.027151454136725654,1.0,0.0,0.05
0.08163936269084289,0.4473242210123943,0.02034657579917324,0.015772549658091828,0.1907216177556671,0.13774010326201186,0.07140605905626614,1.0,0.0,0.15
0.0812120432490196,0.3445789412718638,0.011445046714636104,0.020433083686095733,0.04673583023987148,0.020349813185706642,0.010959832991065042,1.0,0.0,0.15
0.0807420128542311,0.1353816749681455,0.11695954946085252,0.020093889069792686,0.05079235114254867,0.11703572084151433,0.018233918306023913,1.0,0.0,0.75
0.08073819986137894,0.31286922274991313,0.05610452057431845,0.021667752089438837,0.09795749259421373,0.007811069842354802,0.015904313702919403,1.0,0.0,0.15
0.08041151972312535,0.17812463801691186,0.04719516528168871,0.039604363399544124,0.05721232203757637,0.0850516674170711,0.008745428992842816,1.0,0.0,0.45
0.07897856292942165,0.18162863431020504,0.0667857293791156,0.03804406816455009,0.05173076994100776,0.03447206474052538,0.027000975398954113,1.0,0.0,0.55
0.07881469807986669,0.9562145256573613,0.011651658608281067,0.006519320525344621,0.03593690736782424,0.07213399703738822,0.009506299284902469,1.0,0.0,0.7
0.07881005037743936,0.24548245105988648,0.11032918596479145,0.02934033431021383,0.06289711426986373,0.05968490044815844,0.020741725617294933,1.0,0.0,0.25
0.0786401203009123,0.1821788486041932,0.04026584063648985,0.038756376858786495,0.08582586953706799,0.04258220820797645,0.011426840242344577,1.0,0.0,0.85
0.07821625576647256,0.2279624695934206,0.019274385290485366,0.03035791815912298,0.030353399454273376,0.026614037074582837,0.014630236507826954,1.0,0.0,0.55
0.07806678842231148,0.3160836325726862,0.04005609825960785,0.022000162813415824,0.2963946251937412,0.016594442855467587,0.019414409562718924,1.0,0.0,0.15
0.07795810824780483,0.23607089076798332,0.049114151505997225,0.026674264626071854,0.14384712312804476,0.2640016553260593,0.022522491432943874,1.0,0.0,0.15
0.07679808172873588,0.24362909764855786,0.02632892926516602,0.028275263215022252,0.03345997417193914,0.015500852899720939,0.026846360604223143,1.0,0.0,0.75
0.07651224555990072,0.6575350399629329,0.05126009776499149,0.009178606317160535,0.059489260672597265,0.02246191080173076,0.012134746317461462,1.0,0.0,0.15
0.07576731171606756,0.3329375651569559,0.017787405752889045,0.021036850103115165,0.014671900920881503,0.022598264268084475,0.010560919178431915,1.0,1.0,0.15
0.0757219509306345,0.14270821267230396,0.11483395134289905,0.04886437642461739,0.20688995251723988,0.14614228923658884,0.03755103873391222,1.0,1.0,1.0
0.07554227845980574,0.2691706243484304,0.214492885194223,0.020107456854444806,0.022811243074195072,0.03611533745474032,0.008956430587918928,1.0,1.0,0.15
0.07550172095876223,0.059625854280088035,0.11738529518109063,0.09624986432215347,0.1942254956020782,0.3693973603676471,0.03020435823083395,1.0,0.0,0.15
0.07546120297059802,0.07384454998262481,0.29639884860826543,0.08720015195918811,0.1147750542430687,0.030172033878939717,0.031866636686846125,1.0,0.0,0.75
0.07506295019060766,0.055282057222286574,0.08977130254711768,0.11704249430153045,0.07759688236794456,0.17534704217189226,0.014612772824526582,1.0,1.0,0.85
0.07491771319408633,0.5096721881153713,0.009435276476453288,0.013113263866275914,0.016500726393227357,0.014677960985833051,0.010922568177622556,0.0,1.0,0.15
0.07471321181772926,0.29833198192980426,0.014893274000241047,0.022698903723000107,0.0242666036055203,0.023613507480732855,0.01974097894781338,1.0,0.0,0.65
0.07457155814544918,0.16949496119541296,0.03668769829654755,0.03972647346141322,0.06369485418583468,0.057974078779156855,0.019118529988935488,1.0,0.0,0.65
0.07365994909852107,0.28640101934437623,0.02299966034256878,0.022875284923477696,0.04126065737663766,0.05752032055871272,0.022374536719827115,1.0,0.0,0.15
0.07329333625662786,0.10633615197497973,0.0671895617166944,0.06341582546401824,0.15317210735063388,0.12610360302107052,0.02605205258282204,1.0,1.0,1.0
0.07309612253694615,0.1127939302675779,0.06759808977912876,0.05897915988277434,0.15883194223145358,0.06603826886844452,0.027217195202305276,1.0,0.0,1.0
0.07240810699574046,0.25338816170508516,0.039710179861914385,0.0252225116682948,0.03244847398106576,0.020780469161391025,0.01938030164587304,1.0,0.0,0.15
0.07234536301297163,0.16657013784315997,0.07081935703004795,0.046456094648865735,0.14271173151082742,0.10518552483654534,0.018308558386974205,1.0,1.0,0.15
0.07206526608985436,0.3470404262712846,0.09988119816115415,0.01769917507869315,0.0734162462061748,0.1670729229889182,0.018747655090045737,1.0,0.0,0.85
0.07189545208241023,0.5216321093478513,0.0518533243384115,0.011573320308260067,0.01174707839506995,0.026226823363501014,0.009628542082760067,0.0,1.0,0.15
0.07184671047624232,0.24154407506081316,0.05003607881930694,0.02655893845652882,0.05792131226873181,0.0718246278466925,0.014442813870451352,1.0,1.0,0.15
0.07177810623956274,0.45285532259932815,0.017472792187566033,0.013160751112558341,0.1696211283789372,0.05828244352442824,0.010920335214356114,1.0,0.0,0.15
0.07154270579159534,0.3478802270357929,0.022944876885920496,0.01892027569738413,0.10897487622888376,0.023560774095955174,0.00985457289383203,1.0,1.0,0.15
